CustomerID,Recency,Frequency,Monetary,y_HighValueChurn
14784,261,1,114,0
14790,57,2,364,0
14792,1,1,6,0
14794,141,4,679,0
14795,104,1,131,0
14796,32,14,6593,0
14798,82,2,97,0
14800,13,10,3947,0
14803,100,3,845,1
14805,251,1,109,0
14806,13,1,193,0
14808,12,7,2207,0
14810,41,10,1869,0
14813,307,2,155,0
14815,5,1,551,0
14816,135,1,271,0
14817,138,2,1110,1
14818,11,3,657,1
14819,2,2,272,0
14820,13,2,242,0
14821,304,1,48,0
14823,118,3,321,0
14824,11,2,755,0
14825,1,9,1650,0
14828,134,3,2139,1
14829,122,3,531,0
14834,9,3,851,0
14837,27,4,1649,1
14840,205,1,62,0
14841,117,4,2375,0
14842,33,3,1901,0
14844,1,4,3189,1
14847,86,1,309,0
14849,2,19,6569,0
14850,249,1,325,0
14851,194,1,206,0
14852,34,5,2188,0
14853,149,1,214,0
14854,16,7,2759,1
14855,57,2,645,1
14857,86,1,522,0
14859,18,2,927,0
14862,86,1,304,0
14865,310,1,37,0
14866,18,5,6803,0
14867,123,3,710,1
14868,9,5,1634,0
14869,41,1,391,0
14870,199,1,327,0
14871,116,3,354,0
14873,148,1,519,1
14875,45,2,1465,1
14878,20,7,1193,0
14880,15,3,706,1
14883,11,4,572,0
14885,69,1,765,1
14886,190,1,364,1
14887,17,1,1862,1
14888,145,1,369,1
14889,274,1,135,0
14890,191,1,125,0
14891,86,2,554,1
14894,23,1,655,1
14895,29,13,7974,0
14896,142,2,468,1
14897,26,2,345,0
14898,72,5,1011,0
14901,11,7,1093,0
14903,62,4,2411,0
14905,95,2,616,1
14907,37,5,2608,0
14908,12,1,277,0
14913,121,3,917,0
14915,29,2,307,0
14916,8,4,1269,1
14918,53,2,1610,1
14920,150,2,977,1
14921,139,1,903,0
14924,183,1,310,0
14944,15,9,4922,0
14947,10,2,290,0
14948,9,5,834,0
14951,17,1,311,0
14952,9,9,6724,0
14957,191,1,58,0
14958,85,3,499,1
14959,2,4,695,1
14960,109,1,88,0
14961,19,8,5899,0
14962,208,1,126,0
14963,121,1,294,0
14964,185,1,206,0
14965,34,2,599,1
14970,6,4,1592,1
14972,66,1,114,0
14973,45,3,1314,1
14976,39,4,560,0
14978,10,5,1931,1
14981,184,1,102,0
14984,118,1,110,0
14985,136,2,296,0
14987,303,1,163,0
14988,149,1,334,0
14995,218,1,119,0
14997,26,2,433,0
14998,108,2,429,1
15002,53,4,1641,1
15004,85,1,1246,1
15005,1,23,5109,0
15007,97,1,156,0
15012,311,1,191,0
15014,114,1,117,0
15016,110,1,170,0
15018,190,2,291,0
15019,204,1,266,0
15021,24,6,1428,0
15023,54,8,5110,0
15024,51,5,845,0
15026,18,3,469,1
15027,106,3,967,0
15028,306,1,186,0
15030,9,2,518,1
15031,48,2,261,0
15032,194,3,4959,1
15033,47,6,1629,0
15034,8,6,3298,0
15035,27,1,252,0
15036,10,3,465,1
15038,6,5,690,0
15039,3,41,18974,0
15041,108,1,180,0
15042,137,1,135,0
15044,4,15,5994,0
15045,89,2,735,1
15046,4,12,4228,0
15047,207,1,343,1
15048,3,4,384,1
15049,211,1,121,0
15050,9,2,1323,0
15051,88,1,377,0
15052,257,1,215,0
15053,94,2,478,0
15057,213,2,1489,1
15058,19,8,1443,0
15059,45,7,1008,0
15061,2,43,41200,0
15062,9,4,987,1
15063,151,1,370,1
15065,102,3,2858,0
15067,16,3,1744,1
15068,194,1,240,0
15069,117,1,1109,1
15070,310,1,106,0
15071,31,2,982,1
15073,123,2,862,0
15074,43,1,748,1
15075,15,1,773,1
15076,110,1,880,1
15078,12,24,7580,0
15079,150,4,895,1
15081,3,4,416,0
15083,194,1,88,0
15087,219,1,306,0
15088,5,1,864,0
15089,32,3,2036,0
15090,246,1,381,1
15091,5,1,480,1
15092,153,2,457,1
15093,54,5,4027,0
15095,41,4,1370,1
15098,120,3,39916,1
15099,22,1,410,1
15100,271,3,876,1
15101,297,1,102,0
15103,24,1,291,0
15104,134,2,1027,1
15105,5,4,1717,0
15106,3,4,1302,0
15107,249,6,319,0
15109,183,1,485,1
15110,64,2,376,0
15111,4,2,1237,0
15114,9,9,2252,0
15116,72,2,791,0
15117,58,2,675,0
15118,72,1,244,0
15119,183,1,266,0
15120,71,1,358,1
15121,226,1,295,0
15122,52,3,1633,1
15123,144,1,1069,0
15124,129,1,90,0
15125,51,12,10795,0
15127,3,1,406,1
15128,64,3,1170,0
15129,44,10,2796,0
15130,107,1,330,0
15132,43,3,842,0
15133,65,3,982,1
15134,10,5,897,0
15135,177,1,139,0
15136,34,1,582,0
15139,177,2,179,0
15140,17,6,2052,0
15143,163,1,259,0
15144,9,12,4005,0
15145,165,2,724,0
15146,102,2,1327,1
15147,178,1,623,1
15149,71,1,520,1
15150,11,7,4368,0
15152,22,7,2712,0
15154,13,1,296,0
15157,92,2,1505,0
15159,5,23,11410,0
15160,295,1,158,0
15163,130,1,155,0
15164,6,3,843,1
15165,311,1,487,1
15167,258,1,163,0
15171,269,1,1289,1
15172,8,4,1248,0
15174,260,1,135,0
15175,9,1,224,0
15178,198,1,40,0
15179,171,3,1455,0
15180,305,1,87,0
15181,4,3,689,1
15182,92,2,622,1
15184,128,1,235,0
15185,8,1,310,0
15186,106,1,229,0
15187,8,8,2381,0
15189,29,33,12635,0
15192,57,3,1044,1
15194,16,13,5488,0
15197,190,2,773,0
15198,30,2,193,0
15199,32,3,967,0
15201,25,5,1236,1
15203,17,5,1517,0
15204,295,1,316,0
15205,23,2,653,1
15206,37,3,236,0
15208,1,3,495,0
15210,163,1,331,0
15211,303,1,383,0
15212,179,1,101,0
15213,256,2,328,0
15214,1,4,1061,0
15215,34,1,300,0
15216,25,1,96,0
15218,12,9,4645,0
15219,114,1,305,0
15220,53,5,1284,0
15221,304,1,403,1
15222,256,1,585,1
15223,163,2,755,1
15224,296,2,322,0
15225,172,1,409,1
15226,248,1,154,0
15227,153,3,876,0
15228,4,4,3386,1
15230,177,2,429,1
15232,51,2,612,1
15234,214,1,197,0
15235,155,12,2247,1
15236,236,1,321,0
15237,16,3,1328,0
15238,33,2,772,0
15239,16,1,461,0
15240,22,4,1382,0
15241,4,8,1756,1
15243,12,1,316,0
15244,3,2,631,1
15245,72,3,2515,1
15246,176,2,514,1
15247,60,1,356,1
15249,3,12,6280,0
15251,29,8,9695,0
15252,121,1,300,0
15253,26,3,640,0
15254,65,1,300,0
15255,4,1,890,1
15256,86,1,98,0
15257,221,1,317,0
15258,106,2,623,1
15260,38,7,1810,1
15261,73,1,254,0
15262,261,1,179,0
15263,44,1,156,0
15264,2,1,393,1
15265,89,2,1506,1
15266,276,1,119,0
15267,93,2,1407,0
15270,55,5,1850,0
15271,32,10,1596,0
15272,24,1,299,0
15276,4,1,135,0
15279,292,1,290,0
15280,110,1,113,0
15281,74,8,2191,0
15287,8,1,341,0
15288,93,4,2006,0
15289,75,2,698,0
15290,17,13,4459,0
15291,32,12,3685,0
15292,139,1,180,0
15296,47,5,2599,0
15297,1,1,230,0
15298,30,7,3358,0
15299,5,7,4507,1
15300,2,1,496,1
15301,10,11,4466,0
15303,228,1,574,1
15304,23,7,582,0
15306,2,3,1174,1
15307,33,1,205,0
15308,212,1,310,0
15311,1,72,49372,0
15312,13,4,924,1
15313,48,1,52,0
15314,137,1,328,0
15315,2,2,570,1
15316,264,1,165,0
15319,221,1,204,0
15321,8,3,2748,1
15322,23,1,679,1
15325,41,1,162,0
15326,271,1,311,0
15329,72,2,754,0
15333,146,1,1028,1
15334,94,3,351,1
15339,4,2,574,1
15341,18,1,2020,1
15342,67,1,406,1
15343,25,1,364,1
15344,12,1,308,0
15346,270,1,252,0
15347,304,1,201,0
15348,10,1,158,0
15349,96,2,473,1
15350,311,1,115,0
15351,3,3,1017,0
15353,192,2,777,1
15356,9,9,2616,0
15358,12,18,6734,0
15361,299,1,418,1
15363,310,1,326,0
15364,33,2,913,1
15365,19,4,1945,0
15366,13,2,602,1
15367,183,2,1416,0
15370,9,5,2039,0
15372,75,1,2007,1
15373,53,9,1686,0
15374,66,1,168,0
15376,55,2,989,0
15379,107,7,3703,1
15380,24,3,1004,0
15381,151,2,596,1
15382,22,5,4709,0
15384,107,2,642,1
15386,124,1,394,1
15389,110,1,500,1
15392,26,2,665,0
15393,219,1,124,0
15394,16,3,1854,0
15395,263,1,107,0
15396,50,1,288,0
15397,227,1,94,0
15398,16,1,634,0
15399,17,1,305,0
15400,30,5,716,1
15402,86,2,626,1
15405,127,1,349,1
15406,239,1,252,0
15407,121,3,740,0
15408,202,1,267,0
15410,22,8,3450,1
15411,8,3,991,0
15412,109,1,190,0
15414,180,1,36,0
15415,251,1,572,1
15416,2,4,3984,1
15417,23,1,508,1
15421,153,3,739,0
15422,261,2,97,0
15424,192,2,383,1
15426,195,2,663,0
15429,13,1,243,0
15433,151,2,533,1
15434,45,3,587,0
15436,172,1,489,0
15437,200,1,200,0
15438,69,1,156,0
15440,74,2,237,0
15442,186,1,594,1
15443,11,3,1054,0
15445,202,1,113,0
15447,268,1,155,0
15448,250,1,494,1
15449,123,2,647,0
15452,9,2,413,0
15453,30,4,712,0
15454,300,1,179,0
15456,221,3,447,1
15457,200,1,237,0
15460,292,1,216,0
15462,32,3,234,0
15464,276,1,1048,1
15465,20,16,6419,0
15466,23,1,334,0
15467,83,2,402,0
15469,58,1,304,0
15472,51,1,371,1
15475,15,1,454,1
15482,103,4,2103,0
15483,99,4,233,0
15484,16,1,1636,0
15485,274,2,1278,0
15488,30,1,91,0
15489,149,1,348,0
15491,33,6,3100,1
15492,12,1,487,0
15493,87,3,1318,0
15494,59,1,1127,0
15497,257,1,970,0
15498,22,21,10183,0
15500,19,1,406,0
15502,5,10,9737,0
15503,300,1,147,0
15504,19,1,52,0
15505,22,4,2730,0
15506,76,1,209,0
15507,109,1,492,1
15508,127,6,1000,1
15510,268,1,250,0
15511,23,1,202,0
15512,93,2,121,0
15513,32,17,11352,0
15514,163,6,2561,0
15517,171,1,267,0
15518,2,8,1942,1
15521,32,7,2326,0
15522,25,1,259,0
15523,22,1,412,1
15525,311,1,313,0
15527,27,6,1608,0
15528,192,1,229,0
15529,4,10,3643,0
15530,87,3,1168,0
15532,69,3,1225,0
15533,20,2,554,0
15535,111,4,536,1
15537,101,1,110,0
15541,52,1,85,0
15543,226,1,127,0
15544,57,7,2772,0
15545,309,1,135,0
15547,6,12,4199,0
15549,15,3,1693,1
15550,44,3,433,0
15552,155,1,90,0
15554,215,1,217,0
15555,6,12,3434,0
15561,87,3,449,0
15562,289,1,134,0
15563,138,2,735,0
15565,8,1,88,0
15568,11,1,228,0
15569,41,5,1375,1
15570,79,9,2826,0
15571,16,1,202,0
15572,47,4,1555,0
15573,23,1,410,0
15574,115,4,702,1
15577,89,3,258,0
15578,100,1,127,0
15579,6,2,348,1
15581,58,13,3680,1
15582,38,2,541,0
15584,10,2,292,0
15585,114,1,455,1
15587,27,3,801,0
15589,193,3,478,1
15593,8,1,199,0
15594,19,3,1506,0
15596,38,5,1406,1
15599,142,1,448,0
15601,27,12,5817,0
15602,8,6,945,0
15603,16,1,48,0
15605,27,4,894,0
15606,57,8,2439,0
15607,274,1,104,0
15608,58,1,285,0
15609,122,1,298,0
15611,8,10,1095,0
15615,1,20,8192,0
15618,30,3,419,0
15620,158,2,875,0
15622,24,8,3327,0
15623,79,1,301,0
15624,54,4,588,1
15625,41,4,1534,1
15626,12,2,675,1
15628,3,6,2041,0
15630,142,1,396,0
15632,1,7,2979,0
15636,27,2,724,1
15639,72,1,425,1
15640,16,12,9443,0
15641,43,4,1887,1
15643,129,3,664,1
15644,104,4,813,1
15646,95,3,447,1
15648,142,2,657,1
15649,274,2,816,1
15651,198,1,227,0
15652,29,1,337,1
15653,30,2,877,1
15655,181,1,560,1
15656,116,3,563,0
15658,128,5,1024,1
15660,23,7,1256,0
15661,255,2,309,0
15663,44,1,138,0
15665,106,2,2242,1
15668,155,1,76,0
15669,41,3,565,0
15670,234,1,173,0
15671,32,5,1972,0
15673,26,4,2881,1
15674,11,5,2446,1
15675,19,3,323,0
15676,221,1,897,0
15679,92,2,260,0
15680,304,1,478,0
15681,121,3,703,0
15683,55,1,193,0
15687,3,6,2241,0
15689,57,2,254,0
15690,38,1,111,0
15691,190,1,136,0
15694,4,10,4716,0
15695,204,2,410,1
15696,17,7,2016,0
15700,110,2,696,1
15701,6,3,1223,0
15703,202,1,211,0
15704,78,4,2293,1
15705,139,1,143,0
15706,1,4,1060,1
15707,2,2,355,0
15708,76,6,2700,0
15709,221,1,133,0
15712,9,4,865,0
15713,81,2,356,1
15714,15,1,132,0
15716,83,4,1118,1
15717,172,1,150,0
15719,1,12,4428,0
15722,46,3,1424,0
15723,302,1,203,0
15724,139,2,218,0
15727,45,6,4609,0
15729,150,1,85,0
15730,3,3,1120,1
15732,150,2,294,0
15733,220,1,162,0
15734,52,2,1339,1
15737,17,6,1081,0
15738,1,14,4160,0
15739,4,1,449,1
15743,51,2,434,0
15744,15,1,34,0
15745,11,2,607,0
15746,72,1,196,0
15747,58,2,549,0
15749,173,3,44534,1
15750,10,5,1617,0
15752,31,6,2104,0
15753,242,1,79,0
15754,11,2,303,0
15755,12,5,2076,0
15756,90,3,364,0
15757,3,2,714,1
15759,156,3,253,0
15762,3,2,583,1
15763,15,1,522,0
15764,26,6,3280,1
15766,2,1,315,0
15768,53,3,621,1
15769,2,22,48367,0
15774,6,1,270,0
15775,183,1,104,0
15776,71,1,241,0
15777,179,4,1047,1
15780,121,3,475,1
15781,75,2,211,0
15782,27,1,1638,0
15785,95,4,1665,0
15786,52,1,3160,0
15789,296,1,351,1
15791,142,1,1223,0
15793,206,1,306,0
15795,87,1,610,1
15796,10,6,1887,0
15797,51,4,2207,1
15799,13,3,884,1
15800,45,2,699,1
15801,47,1,137,0
15802,80,1,451,1
15804,2,9,3173,0
15805,2,12,3838,0
15806,95,2,521,0
15807,15,1,635,0
15808,244,4,3735,1
15809,122,4,399,0
15810,16,4,1392,1
15811,43,5,1773,0
15812,45,5,1801,1
15813,145,2,1303,1
15815,1,5,2100,1
15819,69,3,1585,0
15820,257,1,207,0
15822,297,1,440,0
15823,310,1,15,0
15825,110,1,532,1
15826,148,1,720,0
15827,11,14,1836,1
15829,37,2,636,1
15831,62,2,451,0
15832,192,1,836,1
15834,8,4,2233,1
15835,75,3,675,0
15837,2,1,392,1
15838,2,14,28333,0
15839,18,2,790,0
15840,110,1,241,0
15841,10,4,1224,1
15843,241,1,119,0
15845,24,6,3070,0
15847,226,1,180,0
15850,106,1,118,0
15852,124,2,160,0
15854,24,10,2839,0
15855,74,5,712,1
15856,3,18,11945,0
15858,15,3,970,0
15860,13,7,875,0
15861,72,3,1130,0
15862,50,3,659,0
15863,130,1,9,0
15864,4,4,1478,0
15865,26,2,603,0
15866,39,1,230,0
15867,8,13,3307,0
15869,215,2,149,0
15874,1,7,4405,1
15880,307,1,343,1
15881,250,5,501,1
15882,136,4,516,1
15885,30,3,379,1
15888,18,1,168,0
15889,94,2,446,1
15891,164,1,524,1
15894,191,2,263,0
15895,87,1,179,0
15897,132,2,222,0
15898,164,4,1003,0
15899,306,1,56,0
15901,15,2,233,0
15903,8,4,2520,0
15906,6,5,1388,0
15907,114,2,529,0
15909,111,1,191,0
15910,2,6,851,0
15912,116,2,264,0
15916,15,6,967,0
15917,185,1,123,0
15918,128,2,334,0
15919,306,1,270,0
15920,92,4,167,0
15921,110,1,336,1
15922,311,1,369,1
15923,310,1,127,0
15925,132,1,207,0
15930,5,1,426,1
15932,26,7,2195,0
15933,9,2,728,0
15935,177,2,416,1
15937,2,1,145,0
15938,50,5,404,1
15939,27,15,6115,1
15940,249,1,35,0
15942,71,1,337,1
15944,214,1,325,0
15945,303,1,181,0
15947,20,1,1708,1
15949,9,1,237,0
15950,16,3,1347,0
15951,223,1,375,0
15952,6,3,581,0
15953,3,5,1077,0
15955,4,11,2974,0
15958,12,1,104,0
15965,305,1,156,0
15967,256,1,173,0
15969,123,1,308,0
15970,241,1,314,0
15971,5,9,2586,0
15973,304,1,307,0
15974,33,6,2895,0
15975,22,1,371,1
15976,103,2,430,1
15978,15,1,1098,1
15980,26,3,2398,1
15981,15,7,2849,0
15983,298,3,1148,0
15984,9,8,2092,0
15985,61,2,1142,1
15987,58,6,1206,0
15990,225,1,401,0
15996,26,6,1060,1
15998,25,4,2510,0
16003,72,3,1793,0
16005,120,2,298,0
16006,149,1,101,0
16007,6,3,1485,0
16008,13,2,330,0
16009,97,1,462,0
16010,183,3,407,1
16011,9,13,2467,0
16012,66,2,1132,0
16013,5,38,25859,0
16014,90,2,529,0
16016,17,5,926,0
16018,118,1,161,0
16019,74,7,2952,0
16020,3,1,518,0
16022,198,1,628,1
16023,130,2,500,0
16027,29,6,934,1
16029,1,58,69716,0
16030,247,1,331,0
16031,30,2,548,1
16033,4,18,7201,0
16034,134,3,437,1
16036,25,2,758,1
16037,207,3,855,1
16038,115,2,393,0
16040,3,3,1313,1
16041,79,2,2739,0
16042,45,2,460,0
16043,149,3,676,0
16045,57,4,1340,1
16048,311,2,256,0
16049,13,1,488,0
16050,111,1,137,0
16053,60,1,1124,0
16054,83,1,783,1
16055,158,1,134,0
16057,34,6,1544,0
16059,3,6,1459,1
16062,71,3,778,0
16063,198,1,335,1
16065,303,1,372,1
16066,62,1,316,0
16072,226,1,584,1
16073,235,1,122,0
16076,17,6,1455,0
16078,221,1,79,0
16080,19,2,217,0
16081,25,4,2591,0
16083,38,2,1317,1
16084,237,1,436,1
16085,17,3,619,0
16086,36,4,899,0
16091,92,2,315,0
16092,52,3,817,1
16093,44,1,17,0
16094,157,1,252,0
16096,202,1,320,0
16097,178,1,185,0
16098,25,7,2005,1
16099,75,2,592,0
16101,8,1,1290,1
16102,36,2,1392,0
16103,17,5,1413,0
16105,186,1,337,1
16106,3,1,108,0
16107,27,4,1810,0
16108,22,1,842,1
16109,156,2,611,1
16110,200,2,693,0
16112,81,4,195,0
16113,121,1,161,0
16114,108,1,135,0
16115,10,6,1293,0
16116,149,1,612,1
16117,127,1,232,0
16119,10,1,309,0
16121,153,1,287,0
16122,11,4,684,1
16124,255,1,249,0
16125,305,1,289,0
16126,39,3,3706,0
16128,15,3,1412,0
16131,53,4,2278,0
16133,8,25,12078,0
16134,297,1,283,0
16135,200,1,517,1
16136,15,2,302,0
16139,50,2,306,0
16140,3,2,725,1
16141,26,1,620,1
16142,187,1,535,1
16143,46,5,1949,0
16144,184,1,175,0
16145,11,9,2941,0
16146,95,3,734,1
16147,71,1,375,1
16148,234,1,76,0
16149,80,1,163,0
16150,26,4,1748,0
16152,206,1,1829,1
16153,53,4,1023,0
16156,23,6,2125,0
16157,10,1,168,0
16159,219,1,348,1
16160,3,2,1025,1
16161,16,14,3901,0
16162,190,1,37,0
16163,170,2,856,1
16168,12,19,2795,0
16169,13,1,587,0
16170,50,5,1560,0
16172,33,5,1140,1
16173,16,3,744,0
16174,64,3,1009,1
16175,32,4,1037,1
16178,76,1,197,0
16180,38,8,10254,1
16181,11,1,305,0
16182,10,4,6617,1
16183,5,1,338,1
16184,2,6,1158,1
16185,170,1,335,0
16186,4,10,3362,0
16187,13,13,6282,0
16188,79,3,755,0
16189,23,1,144,0
16191,200,8,2615,0
16193,174,1,314,0
16198,13,1,400,1
16200,102,1,550,0
16201,47,1,303,0
16202,298,1,365,1
16203,85,3,378,0
16205,5,2,435,0
16206,62,3,409,0
16208,227,1,497,0
16209,26,5,2262,1
16210,1,13,12135,0
16211,26,1,547,1
16212,221,1,498,0
16213,16,1,159,0
16214,108,3,1062,1
16215,18,1,242,0
16216,205,1,914,1
16217,173,2,304,0
16218,52,6,2635,0
16221,213,2,315,0
16222,256,1,846,1
16224,79,3,865,0
16225,87,4,953,0
16226,141,3,255,0
16227,163,1,314,0
16229,25,2,1010,1
16230,127,2,542,1
16232,81,3,725,0
16233,9,3,536,1
16235,19,4,675,0
16236,16,1,432,1
16239,127,1,347,0
16240,15,1,1824,0
16241,34,10,1786,0
16242,4,4,1671,0
16244,149,2,1522,1
16245,59,2,769,0
16247,108,1,114,0
16249,50,4,1440,0
16250,199,2,389,1
16253,4,2,3683,1
16255,33,7,2182,0
16256,204,1,752,1
16257,114,1,47,0
16258,65,4,3741,0
16261,13,3,562,0
16265,48,7,4062,0
16266,11,7,861,1
16268,9,2,667,1
16270,291,1,1141,1
16271,64,3,893,0
16272,54,1,411,1
16274,311,1,358,1
16275,134,1,559,1
16276,114,1,810,1
16278,38,1,566,1
16279,25,2,731,0
16281,10,1,2062,1
16282,277,1,168,0
16283,6,4,1330,0
16287,107,1,142,0
16292,59,1,302,0
16293,29,6,1454,0
16295,2,1,355,0
16297,206,1,301,0
16298,124,1,114,0
16302,64,1,233,0
16303,53,2,4036,0
16305,76,1,361,1
16306,151,6,632,1
16308,45,3,1600,0
16309,44,2,706,1
16315,268,1,226,0
16316,2,8,2938,1
16317,57,3,1341,1
16319,155,1,404,1
16323,134,1,207,0
16324,66,3,428,1
16325,93,2,416,0
16326,13,9,1739,0
16327,18,5,3172,0
16330,50,2,49,0
16332,10,4,1128,0
16333,4,19,19352,0
16338,95,1,214,0
16339,222,1,110,0
16340,45,1,549,1
16341,23,2,1531,0
16342,13,4,322,0
16344,96,1,101,0
16348,16,5,1050,0
16349,228,1,53,0
16350,2,3,1001,0
16351,270,1,153,0
16353,6,16,3968,0
16354,1,2,395,1
16356,135,3,211,0
16357,100,2,258,0
16358,1,3,1594,0
16359,3,8,1640,0
16360,4,3,1482,0
16361,9,1,334,0
16362,29,3,380,0
16364,75,1,347,0
16365,61,7,862,0
16367,300,1,170,0
16369,18,2,851,0
16370,20,4,1320,1
16374,4,2,473,1
16377,205,1,676,1
16378,185,3,363,1
16379,16,1,478,0
16383,12,2,668,1
16384,27,2,584,1
16385,96,2,274,0
16386,191,1,61,0
16387,260,1,94,0
16389,16,3,1078,0
16392,207,1,221,0
16393,32,9,1765,0
16394,10,4,1241,0
16395,16,4,1272,0
16398,92,2,1705,1
16399,173,1,178,0
16400,32,1,303,0
16401,24,8,2773,0
16402,202,2,299,0
16403,250,1,177,0
16404,8,1,443,1
16405,240,2,167,0
16407,12,9,1794,0
16409,25,4,1420,0
16411,307,1,131,0
16414,218,1,50,0
16418,30,2,368,0
16419,50,6,972,1
16422,2,44,30997,0
16424,129,1,133,0
16425,240,1,302,0
16426,30,4,689,0
16427,201,2,241,0
16429,44,1,284,0
16431,151,3,642,1
16432,2,1,287,0
16434,34,4,906,0
16438,20,1,204,0
16440,4,2,705,0
16441,5,2,381,1
16442,165,2,437,0
16444,33,3,541,0
16446,143,1,2,0
16447,73,1,259,0
16448,136,1,188,0
16449,135,2,707,1
16450,87,1,311,0
16451,25,1,267,0
16454,2,1,5,0
16455,1,7,1841,1
16456,37,5,2158,1
16457,156,1,208,0
16458,10,13,2485,0
16460,10,2,512,0
16461,115,1,151,0
16462,11,3,136,0
16463,142,1,319,0
16464,18,2,998,0
16466,41,5,1002,0
16468,12,1,74,0
16469,25,3,462,0
16470,53,3,539,0
16471,212,1,224,0
16473,102,3,316,0
16474,4,4,1059,0
16475,26,4,544,1
16477,1,7,2494,1
16478,2,2,235,0
16480,13,1,769,1
16483,130,1,139,0
16484,111,2,404,1
16485,15,1,363,1
16488,52,2,354,0
16493,17,4,1351,1
16494,234,1,826,1
16495,214,2,246,0
16496,145,2,1185,0
16497,141,5,1550,0
16498,99,2,101,0
16499,298,2,365,1
16500,268,1,165,0
16503,44,4,1431,1
16509,234,1,363,1
16510,310,1,248,0
16511,82,2,582,0
16515,29,4,1250,0
16517,215,1,162,0
16518,222,1,190,0
16519,303,1,103,0
16520,124,3,1046,1
16523,17,15,6781,0
16525,17,23,11501,0
16526,109,1,290,0
16527,19,1,228,0
16529,128,1,455,1
16531,12,5,889,0
16532,73,2,4516,0
16533,6,1,377,0
16536,48,1,549,1
16539,157,3,1053,0
16545,102,1,339,1
16546,228,2,787,1
16549,27,3,1234,0
16550,46,5,2299,1
16551,33,3,922,1
16552,180,2,379,1
16553,101,12,5719,1
16554,160,2,314,0
16555,47,1,152,0
16556,4,7,3313,1
16557,75,1,101,0
16558,1,16,5329,0
16560,296,1,332,0
16565,302,1,173,0
16566,108,3,463,0
16567,132,2,865,1
16570,65,6,2134,0
16571,114,2,896,0
16572,65,3,1009,1
16573,22,2,663,1
16574,9,1,451,1
16581,120,1,105,0
16582,51,1,313,0
16583,311,1,233,0
16584,18,2,936,1
16586,186,1,464,1
16587,170,1,225,0
16589,9,3,459,1
16591,6,1,213,0
16592,74,10,2214,0
16593,127,2,255,0
16594,13,1,181,0
16596,304,1,120,0
16598,223,1,145,0
16600,12,3,353,0
16603,12,2,482,1
16607,11,11,2581,0
16609,25,6,4029,0
16610,157,1,75,0
16611,124,1,129,0
16612,57,3,870,0
16613,8,1,618,1
16614,120,1,506,1
16616,95,1,210,0
16617,173,1,151,0
16618,148,4,1441,0
16619,201,1,226,0
16620,198,1,95,0
16621,85,3,609,0
16623,183,1,129,0
16624,18,2,810,1
16625,212,1,333,0
16626,6,10,2852,0
16627,17,1,322,0
16628,44,4,1619,0
16629,11,2,417,1
16633,16,4,1509,0
16634,160,2,217,0
16637,61,2,530,0
16638,37,9,1550,0
16639,144,2,471,0
16641,43,1,231,0
16642,145,1,307,0
16643,183,1,487,1
16644,115,2,833,1
16647,107,2,214,0
16650,9,1,518,1
16652,47,5,4525,0
16653,9,1,1117,0
16654,79,4,601,1
16655,13,4,2911,0
16656,17,12,7470,0
16657,86,2,446,0
16658,306,1,123,0
16659,127,1,39,0
16660,148,2,384,0
16665,300,1,135,0
16667,6,2,570,1
16668,54,5,266,0
16669,16,2,729,0
16670,44,8,3240,0
16671,102,1,1382,0
16672,10,18,7327,0
16674,36,1,122,0
16676,151,3,1098,0
16678,36,8,2137,0
16679,304,1,129,0
16681,10,6,1770,1
16682,30,3,810,0
16684,3,21,51930,0
16686,36,6,2479,0
16689,13,2,422,1
16690,10,2,225,0
16692,194,2,1276,1
16693,6,2,482,1
16696,73,4,657,1
16697,179,1,112,0
16698,164,2,1998,1
16700,18,11,4423,0
16701,67,10,4050,0
16705,12,12,10160,0
16706,36,2,411,0
16709,22,5,3029,1
16710,12,8,2093,0
16711,78,3,909,0
16712,33,8,2499,0
16713,4,13,5302,0
16714,156,3,1161,1
16715,16,1,301,0
16716,204,2,901,1
16717,33,4,1559,0
16718,307,1,623,1
16719,12,6,1497,0
16721,200,1,292,0
16722,3,11,3971,0
16723,29,2,589,1
16725,240,7,781,1
16726,134,4,795,0
16727,302,1,272,0
16728,104,3,550,0
16729,8,19,6172,0
16730,172,2,480,0
16734,52,2,306,0
16735,16,5,2300,1
16738,235,1,3,0
16739,114,1,323,0
16743,51,6,1885,0
16744,13,4,628,0
16745,24,17,7194,1
16746,13,14,5321,0
16747,5,1,480,0
16748,155,3,910,0
16750,11,4,509,0
16752,310,1,207,0
16754,310,1,2002,1
16755,52,3,1496,1
16756,152,1,239,0
16757,256,1,106,0
16758,3,1,369,1
16761,34,1,316,0
16762,82,1,314,0
16763,136,1,611,1
16764,1,7,1323,0
16765,232,1,34,0
16766,211,2,1145,1
16767,31,7,4825,0
16768,41,2,286,0
16769,198,1,380,1
16770,174,4,656,0
16771,13,4,2102,0
16774,5,4,661,1
16775,10,9,1358,0
16777,18,2,226,0
16778,12,2,245,0
16779,9,16,7286,0
16780,38,2,425,1
16781,310,1,311,0
16782,15,10,1804,0
16788,61,2,597,1
16791,60,5,800,0
16792,220,2,110,0
16794,27,5,720,0
16795,303,1,414,1
16796,27,1,305,0
16801,101,4,1619,1
16803,3,1,332,0
16804,208,1,118,0
16805,111,2,460,1
16806,41,4,801,1
16807,80,3,1121,1
