CustomerID,Recency,Frequency,Monetary
15234,214,1,197
15235,155,12,2247
15236,236,1,321
15237,16,3,1328
15238,33,2,772
15239,16,1,461
15240,22,4,1382
15241,4,8,1756
15243,12,1,316
15244,3,2,631
15245,72,3,2515
15246,176,2,514
15247,60,1,356
15249,3,12,6280
15251,29,8,9695
15252,121,1,300
15253,26,3,640
15254,65,1,300
15255,4,1,890
15256,86,1,98
15257,221,1,317
15258,106,2,623
15260,38,7,1810
15261,73,1,254
15262,261,1,179
15263,44,1,156
15264,2,1,393
15265,89,2,1506
15266,276,1,119
15267,93,2,1407
15270,55,5,1850
15271,32,10,1596
15272,24,1,299
15276,4,1,135
15279,292,1,290
15280,110,1,113
15281,74,8,2191
15287,8,1,341
15288,93,4,2006
15289,75,2,698
15290,17,13,4459
15291,32,12,3685
15292,139,1,180
15296,47,5,2599
15297,1,1,230
15298,30,7,3358
15299,5,7,4507
15300,2,1,496
15301,10,11,4466
15303,228,1,574
15304,23,7,582
15306,2,3,1174
15307,33,1,205
15308,212,1,310
15311,1,72,49372
15312,13,4,924
15313,48,1,52
15314,137,1,328
15315,2,2,570
15316,264,1,165
15319,221,1,204
15321,8,3,2748
15322,23,1,679
15325,41,1,162
15326,271,1,311
15329,72,2,754
15333,146,1,1028
15334,94,3,351
15339,4,2,574
15341,18,1,2020
15342,67,1,406
15343,25,1,364
15344,12,1,308
15346,270,1,252
15347,304,1,201
15348,10,1,158
15349,96,2,473
15350,311,1,115
15351,3,3,1017
15353,192,2,777
15356,9,9,2616
15358,12,18,6734
15361,299,1,418
15363,310,1,326
15364,33,2,913
15365,19,4,1945
15366,13,2,602
15367,183,2,1416
15370,9,5,2039
15372,75,1,2007
15373,53,9,1686
15374,66,1,168
15376,55,2,989
15379,107,7,3703
15380,24,3,1004
15381,151,2,596
15382,22,5,4709
15384,107,2,642
15386,124,1,394
15389,110,1,500
15392,26,2,665
15393,219,1,124
15394,16,3,1854
15395,263,1,107
15396,50,1,288
15397,227,1,94
15398,16,1,634
15399,17,1,305
15400,30,5,716
15402,86,2,626
15405,127,1,349
15406,239,1,252
15407,121,3,740
15408,202,1,267
15410,22,8,3450
15411,8,3,991
15412,109,1,190
15414,180,1,36
15415,251,1,572
15416,2,4,3984
15417,23,1,508
15421,153,3,739
15422,261,2,97
15424,192,2,383
15426,195,2,663
15429,13,1,243
15433,151,2,533
15434,45,3,587
15436,172,1,489
15437,200,1,200
15438,69,1,156
15440,74,2,237
15442,186,1,594
15443,11,3,1054
15445,202,1,113
15447,268,1,155
15448,250,1,494
15449,123,2,647
15452,9,2,413
15453,30,4,712
15454,300,1,179
15456,221,3,447
15457,200,1,237
15460,292,1,216
15462,32,3,234
15464,276,1,1048
15465,20,16,6419
15466,23,1,334
15467,83,2,402
15469,58,1,304
15472,51,1,371
15475,15,1,454
15482,103,4,2103
15483,99,4,233
15484,16,1,1636
15485,274,2,1278
15488,30,1,91
15489,149,1,348
15491,33,6,3100
15492,12,1,487
15493,87,3,1318
15494,59,1,1127
15497,257,1,970
15498,22,21,10183
15500,19,1,406
15502,5,10,9737
15503,300,1,147
15504,19,1,52
15505,22,4,2730
15506,76,1,209
15507,109,1,492
15508,127,6,1000
15510,268,1,250
15511,23,1,202
15512,93,2,121
15513,32,17,11352
15514,163,6,2561
15517,171,1,267
15518,2,8,1942
15521,32,7,2326
15522,25,1,259
15523,22,1,412
15525,311,1,313
15527,27,6,1608
15528,192,1,229
15529,4,10,3643
15530,87,3,1168
15532,69,3,1225
15533,20,2,554
15535,111,4,536
15537,101,1,110
15541,52,1,85
15543,226,1,127
15544,57,7,2772
15545,309,1,135
15547,6,12,4199
15549,15,3,1693
15550,44,3,433
15552,155,1,90
15554,215,1,217
15555,6,12,3434
15561,87,3,449
15562,289,1,134
15563,138,2,735
15565,8,1,88
15568,11,1,228
15569,41,5,1375
15570,79,9,2826
15571,16,1,202
15572,47,4,1555
15573,23,1,410
15574,115,4,702
15577,89,3,258
15578,100,1,127
15579,6,2,348
15581,58,13,3680
15582,38,2,541
15584,10,2,292
15585,114,1,455
15587,27,3,801
15589,193,3,478
15593,8,1,199
15594,19,3,1506
15596,38,5,1406
15599,142,1,448
15601,27,12,5817
15602,8,6,945
15603,16,1,48
15605,27,4,894
15606,57,8,2439
15607,274,1,104
15608,58,1,285
15609,122,1,298
15611,8,10,1095
15615,1,20,8192
15618,30,3,419
15620,158,2,875
15622,24,8,3327
15623,79,1,301
15624,54,4,588
15625,41,4,1534
15626,12,2,675
15628,3,6,2041
15630,142,1,396
15632,1,7,2979
15636,27,2,724
15639,72,1,425
15640,16,12,9443
15641,43,4,1887
15643,129,3,664
15644,104,4,813
15646,95,3,447
15648,142,2,657
15649,274,2,816
15651,198,1,227
15652,29,1,337
15653,30,2,877
15655,181,1,560
15656,116,3,563
15658,128,5,1024
15660,23,7,1256
15661,255,2,309
15663,44,1,138
15665,106,2,2242
15668,155,1,76
15669,41,3,565
15670,234,1,173
15671,32,5,1972
15673,26,4,2881
15674,11,5,2446
15675,19,3,323
15676,221,1,897
15679,92,2,260
15680,304,1,478
15681,121,3,703
15683,55,1,193
15687,3,6,2241
15689,57,2,254
15690,38,1,111
15691,190,1,136
15694,4,10,4716
15695,204,2,410
15696,17,7,2016
15700,110,2,696
15701,6,3,1223
15703,202,1,211
15704,78,4,2293
15705,139,1,143
15706,1,4,1060
15707,2,2,355
15708,76,6,2700
15709,221,1,133
15712,9,4,865
15713,81,2,356
15714,15,1,132
15716,83,4,1118
15717,172,1,150
15719,1,12,4428
15722,46,3,1424
15723,302,1,203
15724,139,2,218
15727,45,6,4609
15729,150,1,85
15730,3,3,1120
15732,150,2,294
15733,220,1,162
15734,52,2,1339
15737,17,6,1081
15738,1,14,4160
15739,4,1,449
15743,51,2,434
15744,15,1,34
15745,11,2,607
15746,72,1,196
15747,58,2,549
15749,173,3,44534
15750,10,5,1617
15752,31,6,2104
15753,242,1,79
15754,11,2,303
15755,12,5,2076
15756,90,3,364
15757,3,2,714
15759,156,3,253
15762,3,2,583
15763,15,1,522
15764,26,6,3280
15766,2,1,315
15768,53,3,621
15769,2,22,48367
15774,6,1,270
15775,183,1,104
15776,71,1,241
15777,179,4,1047
15780,121,3,475
15781,75,2,211
15782,27,1,1638
15785,95,4,1665
15786,52,1,3160
15789,296,1,351
15791,142,1,1223
15793,206,1,306
15795,87,1,610
15796,10,6,1887
15797,51,4,2207
15799,13,3,884
15800,45,2,699
15801,47,1,137
15802,80,1,451
15804,2,9,3173
15805,2,12,3838
15806,95,2,521
15807,15,1,635
15808,244,4,3735
15809,122,4,399
15810,16,4,1392
15811,43,5,1773
15812,45,5,1801
15813,145,2,1303
15815,1,5,2100
15819,69,3,1585
15820,257,1,207
15822,297,1,440
15823,310,1,15
15825,110,1,532
15826,148,1,720
15827,11,14,1836
15829,37,2,636
15831,62,2,451
15832,192,1,836
15834,8,4,2233
15835,75,3,675
15837,2,1,392
15838,2,14,28333
15839,18,2,790
15840,110,1,241
15841,10,4,1224
15843,241,1,119
15845,24,6,3070
15847,226,1,180
15850,106,1,118
15852,124,2,160
15854,24,10,2839
15855,74,5,712
15856,3,18,11945
15858,15,3,970
15860,13,7,875
15861,72,3,1130
15862,50,3,659
15863,130,1,9
15864,4,4,1478
15865,26,2,603
15866,39,1,230
15867,8,13,3307
15869,215,2,149
15874,1,7,4405
15880,307,1,343
15881,250,5,501
15882,136,4,516
15885,30,3,379
15888,18,1,168
15889,94,2,446
15891,164,1,524
15894,191,2,263
15895,87,1,179
15897,132,2,222
15898,164,4,1003
15899,306,1,56
15901,15,2,233
15903,8,4,2520
15906,6,5,1388
15907,114,2,529
15909,111,1,191
15910,2,6,851
15912,116,2,264
15916,15,6,967
15917,185,1,123
15918,128,2,334
15919,306,1,270
15920,92,4,167
15921,110,1,336
15922,311,1,369
15923,310,1,127
15925,132,1,207
15930,5,1,426
15932,26,7,2195
15933,9,2,728
15935,177,2,416
15937,2,1,145
15938,50,5,404
15939,27,15,6115
15940,249,1,35
15942,71,1,337
15944,214,1,325
15945,303,1,181
15947,20,1,1708
15949,9,1,237
15950,16,3,1347
15951,223,1,375
15952,6,3,581
15953,3,5,1077
15955,4,11,2974
15958,12,1,104
15965,305,1,156
15967,256,1,173
15969,123,1,308
15970,241,1,314
15971,5,9,2586
15973,304,1,307
15974,33,6,2895
15975,22,1,371
15976,103,2,430
15978,15,1,1098
15980,26,3,2398
15981,15,7,2849
15983,298,3,1148
15984,9,8,2092
15985,61,2,1142
15987,58,6,1206
15990,225,1,401
15996,26,6,1060
15998,25,4,2510
16003,72,3,1793
16005,120,2,298
16006,149,1,101
16007,6,3,1485
16008,13,2,330
16009,97,1,462
16010,183,3,407
16011,9,13,2467
16012,66,2,1132
16013,5,38,25859
16014,90,2,529
16016,17,5,926
16018,118,1,161
16019,74,7,2952
16020,3,1,518
16022,198,1,628
16023,130,2,500
16027,29,6,934
16029,1,58,69716
16030,247,1,331
16031,30,2,548
16033,4,18,7201
16034,134,3,437
16036,25,2,758
16037,207,3,855
16038,115,2,393
16040,3,3,1313
16041,79,2,2739
16042,45,2,460
16043,149,3,676
16045,57,4,1340
16048,311,2,256
16049,13,1,488
16050,111,1,137
16053,60,1,1124
16054,83,1,783
16055,158,1,134
16057,34,6,1544
16059,3,6,1459
16062,71,3,778
16063,198,1,335
16065,303,1,372
16066,62,1,316
16072,226,1,584
16073,235,1,122
16076,17,6,1455
16078,221,1,79
16080,19,2,217
16081,25,4,2591
16083,38,2,1317
16084,237,1,436
16085,17,3,619
16086,36,4,899
16091,92,2,315
16092,52,3,817
16093,44,1,17
16094,157,1,252
16096,202,1,320
16097,178,1,185
16098,25,7,2005
16099,75,2,592
16101,8,1,1290
16102,36,2,1392
16103,17,5,1413
16105,186,1,337
16106,3,1,108
16107,27,4,1810
16108,22,1,842
16109,156,2,611
16110,200,2,693
16112,81,4,195
16113,121,1,161
16114,108,1,135
16115,10,6,1293
16116,149,1,612
16117,127,1,232
16119,10,1,309
16121,153,1,287
16122,11,4,684
16124,255,1,249
16125,305,1,289
16126,39,3,3706
16128,15,3,1412
16131,53,4,2278
16133,8,25,12078
16134,297,1,283
16135,200,1,517
16136,15,2,302
16139,50,2,306
16140,3,2,725
16141,26,1,620
16142,187,1,535
16143,46,5,1949
16144,184,1,175
16145,11,9,2941
16146,95,3,734
16147,71,1,375
16148,234,1,76
16149,80,1,163
16150,26,4,1748
16152,206,1,1829
16153,53,4,1023
16156,23,6,2125
16157,10,1,168
16159,219,1,348
16160,3,2,1025
16161,16,14,3901
16162,190,1,37
16163,170,2,856
16168,12,19,2795
16169,13,1,587
16170,50,5,1560
16172,33,5,1140
16173,16,3,744
16174,64,3,1009
16175,32,4,1037
16178,76,1,197
16180,38,8,10254
16181,11,1,305
16182,10,4,6617
16183,5,1,338
16184,2,6,1158
16185,170,1,335
16186,4,10,3362
16187,13,13,6282
16188,79,3,755
16189,23,1,144
16191,200,8,2615
16193,174,1,314
16198,13,1,400
16200,102,1,550
16201,47,1,303
16202,298,1,365
16203,85,3,378
16205,5,2,435
16206,62,3,409
16208,227,1,497
16209,26,5,2262
16210,1,13,12135
16211,26,1,547
16212,221,1,498
16213,16,1,159
16214,108,3,1062
16215,18,1,242
16216,205,1,914
16217,173,2,304
16218,52,6,2635
16221,213,2,315
16222,256,1,846
16224,79,3,865
16225,87,4,953
16226,141,3,255
16227,163,1,314
16229,25,2,1010
16230,127,2,542
16232,81,3,725
16233,9,3,536
16235,19,4,675
16236,16,1,432
16239,127,1,347
16240,15,1,1824
16241,34,10,1786
16242,4,4,1671
16244,149,2,1522
16245,59,2,769
16247,108,1,114
16249,50,4,1440
16250,199,2,389
16253,4,2,3683
16255,33,7,2182
16256,204,1,752
16257,114,1,47
16258,65,4,3741
16261,13,3,562
16265,48,7,4062
16266,11,7,861
16268,9,2,667
16270,291,1,1141
16271,64,3,893
16272,54,1,411
16274,311,1,358
16275,134,1,559
16276,114,1,810
16278,38,1,566
16279,25,2,731
16281,10,1,2062
16282,277,1,168
16283,6,4,1330
16287,107,1,142
16292,59,1,302
16293,29,6,1454
16295,2,1,355
16297,206,1,301
16298,124,1,114
16302,64,1,233
16303,53,2,4036
16305,76,1,361
16306,151,6,632
16308,45,3,1600
16309,44,2,706
16315,268,1,226
16316,2,8,2938
16317,57,3,1341
16319,155,1,404
16323,134,1,207
16324,66,3,428
16325,93,2,416
16326,13,9,1739
16327,18,5,3172
16330,50,2,49
16332,10,4,1128
16333,4,19,19352
16338,95,1,214
16339,222,1,110
16340,45,1,549
16341,23,2,1531
16342,13,4,322
16344,96,1,101
16348,16,5,1050
16349,228,1,53
16350,2,3,1001
16351,270,1,153
16353,6,16,3968
16354,1,2,395
16356,135,3,211
16357,100,2,258
16358,1,3,1594
16359,3,8,1640
16360,4,3,1482
16361,9,1,334
16362,29,3,380
16364,75,1,347
16365,61,7,862
16367,300,1,170
16369,18,2,851
16370,20,4,1320
16374,4,2,473
16377,205,1,676
16378,185,3,363
16379,16,1,478
16383,12,2,668
16384,27,2,584
16385,96,2,274
16386,191,1,61
16387,260,1,94
16389,16,3,1078
16392,207,1,221
16393,32,9,1765
16394,10,4,1241
16395,16,4,1272
16398,92,2,1705
16399,173,1,178
16400,32,1,303
16401,24,8,2773
16402,202,2,299
16403,250,1,177
16404,8,1,443
16405,240,2,167
16407,12,9,1794
16409,25,4,1420
16411,307,1,131
16414,218,1,50
16418,30,2,368
16419,50,6,972
16422,2,44,30997
16424,129,1,133
16425,240,1,302
16426,30,4,689
16427,201,2,241
16429,44,1,284
16431,151,3,642
16432,2,1,287
16434,34,4,906
16438,20,1,204
16440,4,2,705
16441,5,2,381
16442,165,2,437
16444,33,3,541
16446,143,1,2
16447,73,1,259
16448,136,1,188
16449,135,2,707
16450,87,1,311
16451,25,1,267
16454,2,1,5
16455,1,7,1841
16456,37,5,2158
16457,156,1,208
16458,10,13,2485
16460,10,2,512
16461,115,1,151
16462,11,3,136
16463,142,1,319
16464,18,2,998
16466,41,5,1002
16468,12,1,74
16469,25,3,462
16470,53,3,539
16471,212,1,224
16473,102,3,316
16474,4,4,1059
16475,26,4,544
16477,1,7,2494
16478,2,2,235
16480,13,1,769
16483,130,1,139
16484,111,2,404
16485,15,1,363
16488,52,2,354
16493,17,4,1351
16494,234,1,826
16495,214,2,246
16496,145,2,1185
16497,141,5,1550
16498,99,2,101
16499,298,2,365
16500,268,1,165
16503,44,4,1431
16509,234,1,363
16510,310,1,248
16511,82,2,582
16515,29,4,1250
16517,215,1,162
16518,222,1,190
16519,303,1,103
16520,124,3,1046
16523,17,15,6781
16525,17,23,11501
16526,109,1,290
16527,19,1,228
16529,128,1,455
16531,12,5,889
16532,73,2,4516
16533,6,1,377
16536,48,1,549
16539,157,3,1053
16545,102,1,339
16546,228,2,787
16549,27,3,1234
16550,46,5,2299
16551,33,3,922
16552,180,2,379
16553,101,12,5719
16554,160,2,314
16555,47,1,152
16556,4,7,3313
16557,75,1,101
16558,1,16,5329
16560,296,1,332
16565,302,1,173
16566,108,3,463
16567,132,2,865
16570,65,6,2134
16571,114,2,896
16572,65,3,1009
16573,22,2,663
16574,9,1,451
16581,120,1,105
16582,51,1,313
16583,311,1,233
16584,18,2,936
16586,186,1,464
16587,170,1,225
16589,9,3,459
16591,6,1,213
16592,74,10,2214
16593,127,2,255
16594,13,1,181
16596,304,1,120
16598,223,1,145
16600,12,3,353
16603,12,2,482
16607,11,11,2581
16609,25,6,4029
16610,157,1,75
16611,124,1,129
16612,57,3,870
16613,8,1,618
16614,120,1,506
16616,95,1,210
16617,173,1,151
16618,148,4,1441
16619,201,1,226
16620,198,1,95
16621,85,3,609
16623,183,1,129
16624,18,2,810
16625,212,1,333
16626,6,10,2852
16627,17,1,322
16628,44,4,1619
16629,11,2,417
16633,16,4,1509
16634,160,2,217
16637,61,2,530
16638,37,9,1550
16639,144,2,471
16641,43,1,231
16642,145,1,307
16643,183,1,487
16644,115,2,833
16647,107,2,214
16650,9,1,518
16652,47,5,4525
16653,9,1,1117
16654,79,4,601
16655,13,4,2911
16656,17,12,7470
16657,86,2,446
16658,306,1,123
16659,127,1,39
16660,148,2,384
16665,300,1,135
16667,6,2,570
16668,54,5,266
16669,16,2,729
16670,44,8,3240
16671,102,1,1382
16672,10,18,7327
16674,36,1,122
16676,151,3,1098
16678,36,8,2137
16679,304,1,129
16681,10,6,1770
16682,30,3,810
16684,3,21,51930
16686,36,6,2479
16689,13,2,422
16690,10,2,225
16692,194,2,1276
16693,6,2,482
16696,73,4,657
16697,179,1,112
16698,164,2,1998
16700,18,11,4423
16701,67,10,4050
16705,12,12,10160
16706,36,2,411
16709,22,5,3029
16710,12,8,2093
16711,78,3,909
16712,33,8,2499
16713,4,13,5302
16714,156,3,1161
16715,16,1,301
16716,204,2,901
16717,33,4,1559
16718,307,1,623
16719,12,6,1497
16721,200,1,292
16722,3,11,3971
16723,29,2,589
16725,240,7,781
16726,134,4,795
16727,302,1,272
16728,104,3,550
16729,8,19,6172
16730,172,2,480
16734,52,2,306
16735,16,5,2300
16738,235,1,3
16739,114,1,323
16743,51,6,1885
16744,13,4,628
16745,24,17,7194
16746,13,14,5321
16747,5,1,480
16748,155,3,910
16750,11,4,509
16752,310,1,207
16754,310,1,2002
16755,52,3,1496
16756,152,1,239
16757,256,1,106
16758,3,1,369
16761,34,1,316
16762,82,1,314
16763,136,1,611
16764,1,7,1323
16765,232,1,34
16766,211,2,1145
16767,31,7,4825
16768,41,2,286
16769,198,1,380
16770,174,4,656
16771,13,4,2102
16774,5,4,661
16775,10,9,1358
16777,18,2,226
16778,12,2,245
16779,9,16,7286
16780,38,2,425
16781,310,1,311
16782,15,10,1804
16788,61,2,597
16791,60,5,800
16792,220,2,110
16794,27,5,720
16795,303,1,414
16796,27,1,305
16801,101,4,1619
16803,3,1,332
16804,208,1,118
16805,111,2,460
16806,41,4,801
16807,80,3,1121
16808,37,2,288
16809,74,3,470
16810,130,1,309
16812,298,1,479
16813,16,8,1299
16814,2,18,5896
16816,41,4,417
16817,123,7,1179
16818,9,10,3221
16820,33,1,497
16823,165,1,358
16824,102,1,222
16825,123,1,318
16828,31,2,128
16829,94,1,197
16832,122,3,199
16833,197,3,671
16834,165,1,413
16835,66,2,180
16836,54,1,91
16837,95,9,1911
16838,135,2,588
16839,1,26,12980
16841,75,5,1561
16842,38,3,1264
16843,3,15,9818
16849,124,1,124
16850,271,1,332
16852,114,1,113
16858,306,1,375
16859,82,2,747
16861,96,1,70
16863,304,1,164
16866,78,3,207
16869,103,2,387
16871,27,5,2367
16872,15,3,680
16873,65,4,3871
16875,5,5,2095
16877,90,2,189
16878,22,1,13
16880,37,6,1109
16881,4,1,432
16882,4,3,705
16883,125,2,276
16885,295,1,190
16889,132,3,1578
16891,33,3,560
16892,121,1,103
16893,304,1,145
16895,2,1,219
16897,237,2,289
16898,115,2,319
16899,27,4,588
16900,1,1,752
16902,54,1,1706
16904,32,14,3049
16905,174,3,853
16906,19,4,579
16907,86,4,711
16909,10,1,379
16910,1,5,890
16912,5,10,2419
16913,228,1,113
16915,65,4,382
16916,310,1,198
16917,214,1,391
16918,1,5,1031
16919,94,11,2596
16923,6,15,5579
16924,2,2,523
16926,309,1,230
16927,53,3,543
16928,18,17,2847
16929,9,3,539
16930,6,2,207
16931,13,15,3198
16933,177,1,224
16938,117,3,2410
16940,107,2,1868
16942,74,7,1449
16943,149,3,816
16945,23,14,3292
16947,173,1,406
16948,76,3,435
16949,123,4,893
16950,62,2,778
16951,72,3,1277
16952,47,2,167
16954,62,4,1245
16955,122,4,518
16957,177,2,416
16959,25,1,117
16960,190,1,201
16961,54,1,234
16963,125,1,110
16965,164,1,201
16966,108,4,1486
16967,127,1,319
16968,45,1,253
16969,72,2,479
16976,205,1,251
16978,15,1,344
16979,85,2,555
16980,193,2,1079
16983,34,5,1190
16984,26,2,4481
16985,26,8,4080
16987,108,3,629
16989,1,4,1027
16990,156,1,179
16992,36,3,972
16996,59,5,1041
16997,226,3,702
16998,87,4,295
16999,12,1,245
17001,29,8,2793
17002,23,3,1493
17004,30,1,1006
17006,13,1,280
17007,93,5,575
17014,4,1,188
17015,9,2,1570
17017,10,15,6246
17018,263,1,405
17019,199,3,995
17024,37,2,56
17025,311,2,161
17026,123,2,154
17027,16,6,890
17029,48,2,716
17030,1,1,146
17031,92,1,226
17033,24,3,1030
17034,17,2,364
17035,183,2,433
17037,25,1,1267
17040,75,1,449
17041,46,2,750
17042,59,4,922
17043,116,2,325
17045,51,3,339
17046,95,1,642
17047,23,3,1100
17048,55,3,925
17049,22,6,3241
17050,34,6,3228
17051,132,1,247
17053,68,1,498
17054,75,4,1207
17058,19,3,1179
17059,48,4,2250
17060,204,1,234
17061,11,11,5232
17062,251,4,538
17063,101,4,671
17064,120,2,461
17068,2,18,3935
17069,15,7,2058
17070,52,1,312
17071,26,7,1694
17073,20,2,841
17075,191,3,696
17076,211,2,334
17079,16,1,118
17080,207,1,76
17082,256,1,636
17083,47,3,1405
17085,61,5,1566
17086,1,1,412
17088,10,3,1751
17090,26,5,1517
17091,36,7,2692
17092,25,3,989
17094,260,1,302
17095,237,2,544
17096,81,2,443
17101,116,1,230
17102,199,1,25
17105,97,2,665
17107,13,4,8516
17109,170,2,464
17110,103,1,163
17114,76,6,603
17115,120,2,612
17117,226,1,116
17118,255,1,157
17120,171,1,307
17122,57,1,138
17123,99,1,345
17124,123,1,298
17126,90,5,1004
17128,272,1,157
17131,13,1,789
17133,25,4,4137
17134,44,2,425
17135,227,2,500
17138,213,1,380
17139,2,10,9560
17140,185,1,465
17142,177,1,579
17144,22,1,595
17146,43,3,749
17147,18,3,1349
17152,132,3,1689
17154,13,1,329
17155,115,1,143
17157,114,1,161
17158,170,2,698
17159,13,2,926
17160,47,5,3001
17162,69,9,1463
17163,16,1,123
17164,17,4,2016
17165,222,1,158
17166,141,1,127
17169,121,1,308
17171,227,1,224
17172,16,1,317
17173,54,2,961
17174,155,1,59
17175,79,3,1132
17176,139,1,306
17179,116,3,711
17180,179,3,564
17181,311,1,155
17183,43,1,329
17187,164,1,204
17188,102,5,1815
17189,44,2,384
17190,145,1,195
17191,32,6,1563
17193,24,3,747
17194,211,2,262
17198,303,2,521
17204,113,4,1564
17211,118,6,1464
17212,191,1,226
17213,79,5,1780
17214,23,5,864
17217,172,1,113
17218,9,7,1360
17220,9,11,2620
17222,3,1,354
17223,248,2,426
17226,246,1,393
17227,8,4,613
17228,1,6,1488
17229,34,2,318
17230,202,8,3638
17231,2,8,2319
17234,120,1,149
17235,310,1,341
17236,117,5,697
17238,22,12,2224
17239,250,1,382
17242,46,2,1135
17243,16,17,4702
17245,142,1,171
17248,58,1,318
17250,199,1,162
17251,300,1,283
17252,54,2,353
17255,237,1,112
17256,45,2,240
17259,86,2,603
17262,165,4,955
17263,146,1,63
17265,76,2,562
17266,85,1,113
17267,65,2,317
17268,45,4,763
17272,137,2,1409
17277,165,2,1065
17278,179,1,246
17282,68,3,1703
17284,58,5,1494
17287,12,6,880
17288,145,5,663
17289,118,1,167
17291,246,1,550
17293,23,6,1117
17295,2,1,279
17298,39,2,498
17299,27,3,578
17302,60,3,661
17303,299,1,250
17306,9,16,7206
17309,33,1,82
17311,16,2,1384
17312,76,3,644
17314,86,5,1506
17315,13,32,4937
17317,27,1,2027
17320,38,3,1200
17321,5,1,659
17323,62,4,537
17324,269,2,702
17325,218,1,96
17329,253,1,243
17330,5,1,264
17331,61,1,175
17333,23,1,494
17334,240,2,307
17337,89,4,2027
17338,52,7,5207
17339,32,2,243
17340,18,10,8459
17341,94,3,781
17343,293,1,193
17345,31,3,284
17346,41,8,1266
17347,24,1,229
17348,9,2,660
17349,117,1,110
17351,107,2,427
17353,67,2,1740
17356,249,1,178
17358,241,2,365
17360,122,1,331
17361,124,2,263
17362,177,2,312
17364,75,6,2633
17365,25,6,3497
17367,176,1,168
17368,31,6,1635
17370,10,4,446
17371,299,1,97
17372,104,6,1061
17373,9,3,433
17374,156,2,495
17375,137,3,400
17376,8,2,203
17377,12,11,2336
17381,4,27,19372
17382,3,1,65
17384,157,1,227
17386,37,5,1697
17388,15,4,1259
17389,12,26,13595
17391,101,2,508
17392,244,2,457
17394,157,1,203
17396,5,7,6835
17398,52,3,653
17400,64,5,2130
17402,23,9,1847
17405,10,2,883
17406,271,3,2200
17408,101,1,32
17409,122,2,771
17410,34,2,419
17411,13,2,569
17412,134,4,709
17414,122,1,598
17415,17,1,507
17416,15,6,5878
17418,261,1,167
17419,2,9,3125
17420,109,2,391
17422,31,5,1699
17423,155,1,449
17426,29,4,4280
17427,9,1,100
17428,2,23,15308
17429,66,3,524
17430,303,1,112
17431,251,1,403
17433,26,1,303
17434,23,1,499
17436,164,1,122
17438,191,1,388
17440,94,3,186
17442,31,5,1921
17446,114,2,120
17447,9,1,372
17449,32,4,1497
17450,8,33,161183
17451,19,2,561
17453,2,1,342
17454,130,4,517
17455,141,1,131
17456,303,1,249
17457,64,5,1737
17460,32,6,622
17462,222,1,463
17463,114,3,1245
17464,96,1,290
17466,16,1,460
17469,10,4,1492
17470,65,4,816
17472,129,3,710
17475,17,1,194
17480,15,1,511
17481,31,1,260
17483,3,3,414
17486,199,1,396
17489,150,1,208
17490,2,4,1321
17491,12,7,2423
17492,186,1,374
17496,296,1,271
17498,13,1,272
17499,227,1,622
17501,158,2,288
17504,144,9,2997
17505,99,2,1145
17506,13,1,302
17507,199,2,605
17509,1,6,4318
17511,3,24,68261
17512,59,8,1891
17513,10,1,513
17514,66,1,208
17515,144,3,571
17516,57,4,608
17517,246,1,153
17519,71,5,1488
17521,3,2,497
17522,76,4,912
17524,299,1,145
17525,297,1,422
17526,228,3,872
17527,18,3,788
17528,9,2,1107
17530,23,7,1763
17531,128,1,296
17535,218,1,164
17536,115,1,76
17537,241,1,630
17540,254,1,268
17542,207,1,170
17548,171,1,103
17550,135,3,267
17551,297,1,306
17552,9,3,913
17553,67,1,1487
17554,60,2,1249
17555,272,1,195
17556,143,1,157
17557,19,1,288
17560,32,4,855
17562,25,5,852
17564,18,1,119
17567,30,6,2925
17569,270,1,344
17571,83,3,561
17572,9,4,226
17573,23,2,182
17574,180,1,185
17576,11,16,2778
17578,156,1,143
17579,75,2,270
17580,190,3,215
17581,16,19,8378
17582,174,1,175
17584,65,1,749
17585,47,4,1133
17588,38,3,1240
17589,89,3,1843
17591,11,7,2226
17593,29,4,3249
17594,23,2,993
17596,1,5,2350
17597,151,1,2044
17601,177,1,116
17602,23,3,2154
17603,16,1,394
17604,155,2,309
17609,11,3,751
17611,10,10,3016
17612,33,5,1682
17613,19,10,3781
17615,68,3,329
17616,111,3,571
17618,186,2,666
17619,250,1,218
17621,250,2,901
17624,156,1,400
17625,78,2,1234
17628,19,1,75
17629,4,6,1392
17630,107,2,503
17631,75,2,416
17633,9,3,1004
17634,30,7,2080
17637,53,1,339
17639,214,1,108
17640,24,1,621
17642,57,2,712
17643,311,1,101
17644,16,8,2132
17646,157,3,1008
17647,3,1,133
17648,130,3,1107
17649,76,1,868
17651,2,6,2716
17652,5,8,3643
17653,37,2,343
17654,215,1,117
17655,54,5,1903
17656,11,5,1674
17658,149,1,317
17659,38,9,1653
17660,79,1,196
17663,22,5,1287
17664,150,1,326
17666,3,1,409
17667,4,5,2055
17669,23,6,3194
17670,165,1,205
17671,95,3,1098
17672,247,1,1177
17673,4,5,1516
17674,12,2,551
17675,8,25,15125
17676,47,4,730
17677,20,22,12721
17678,201,1,298
17679,23,1,1643
17682,53,5,1899
17685,26,6,2799
17686,18,6,5110
17690,3,12,3677
17691,296,2,290
17692,65,4,740
17693,75,1,200
17694,79,1,283
17695,69,2,765
17696,46,7,1915
17697,174,1,339
